test A/B (A/B testing) (Glossaire du Machine Learning de Google)|"
<p>Méthode statistique de comparaison d'au moins deux techniques, généralement une technique en place et une nouvelle technique concurrente. Le test A/B vise non seulement à déterminer la technique la plus performante, mais aussi si la différence est statistiquement significative. Généralement, le test A/B compare deux techniques sur la base d'une seule mesure. Il peut cependant être appliqué à n'importe quel nombre fini de techniques et de mesures.</p>
"
justesse (accuracy) (Glossaire du Machine Learning de Google)|"
<p>Proportion de prédictions correctes d'un <a href=""https://developers.google.com/machine-learning/glossary/#classification_model""><strong>modèle de classification</strong></a>. Dans la <a href=""https://developers.google.com/machine-learning/glossary/#multi-class""><strong>classification à classes multiples</strong></a>, la justesse est définie comme suit :</p>
<div>
[$$]\text{Justesse} =
\frac{\text{Prédictions correctes}} {\text{Nombre total d'exemples}}[/$$]
</div>

<p>Dans la <a href=""https://developers.google.com/machine-learning/glossary/#binary_classification""><strong>classification binaire</strong></a>, la justesse est définie ainsi :</p>
<div>
[$$]\text{Justesse} = \frac{\text{Vrais positifs} + \text{Vrais négatifs}}
                         {\text{Nombre total d'exemples}}[/$$]
</div>

<p>Voir <a href=""https://developers.google.com/machine-learning/glossary/#TP""><strong>vrai positif</strong></a> et <a href=""https://developers.google.com/machine-learning/glossary/#TN""><strong>vrai négatif</strong></a>.</p>
"
fonction d'activation (activation function) (Glossaire du Machine Learning de Google)|"
<p>Fonction (par exemple <a href=""https://developers.google.com/machine-learning/glossary/#ReLU""><strong>ReLU</strong></a> ou <a href=""https://developers.google.com/machine-learning/glossary/#sigmoid_function""><strong>sigmoïde</strong></a>) qui utilise la somme pondérée de toutes les entrées de la couche précédente pour générer une valeur de sortie (généralement non linéaire) et la transmettre à la couche suivante.</p>
"
AdaGrad (Glossaire du Machine Learning de Google)|"
<p>Algorithme complexe de descente de gradient qui redimensionne les gradients de chaque paramètre en attribuant à chacun des paramètres un <a href=""https://developers.google.com/machine-learning/glossary/#learning_rate""><strong>taux d'apprentissage</strong></a> indépendant. Pour une explication complète, consultez <a href=""http://www.jmlr.org/papers/volume12/duchi11a/duchi11a.pdf"">cet article</a>.</p>
"
AUC (aire sous la courbe ROC) (AUC (Area under the ROC Curve)) (Glossaire du Machine Learning de Google)|"
<p>Statistique d'évaluation qui envisage tous les <a href=""https://developers.google.com/machine-learning/glossary/#classification_threshold""><strong>seuils de classification</strong></a> possibles.</p>
<p>L'aire sous la <a href=""https://developers.google.com/machine-learning/glossary/#ROC"">courbe ROC</a> correspond à la probabilité que le niveau de confiance d'un classificateur quant au fait qu'un exemple positif choisi aléatoirement soit effectivement positif soit supérieur au niveau de confiance quant au fait qu'un exemple négatif choisi aléatoirement soit positif.</p>

"
rétropropagation (backpropagation) (Glossaire du Machine Learning de Google)|"
<p>Algorithme principal utilisé pour exécuter la <a href=""https://developers.google.com/machine-learning/glossary/#gradient_descent""><strong>descente de gradient</strong></a> sur des <a href=""https://developers.google.com/machine-learning/glossary/#neural_network""><strong>réseaux de neurones</strong></a>. Les valeurs de sortie de chaque nœud sont d'abord calculées (et mises en cache) dans une propagation avant,
puis la <a href=""https://en.wikipedia.org/wiki/Partial_derivative"">dérivée partielle</a> de l'erreur pour chaque paramètre est calculée dans une rétropropagation via le graphe.</p>
"
référence (baseline) (Glossaire du Machine Learning de Google)|"
<p><a href=""https://developers.google.com/machine-learning/glossary/#model""><strong>Modèle</strong></a> simple ou heuristique utilisé comme point de référence pour comparer les performances d'un modèle. Une référence aide les développeurs de modèles à quantifier les performances minimales attendues pour un problème particulier.</p>
"
lot (batch) (Glossaire du Machine Learning de Google)|"
<p>Ensemble d'exemples utilisés dans une <a href=""https://developers.google.com/machine-learning/glossary/#iteration""><strong>itération</strong></a> (c'est-à-dire, une mise à jour du <a href=""https://developers.google.com/machine-learning/glossary/#gradient""><strong>gradient</strong></a>) de l'<a href=""https://developers.google.com/machine-learning/glossary/#model_training""><strong>entraînement du modèle</strong></a>.</p>
<p>Voir aussi <a href=""https://developers.google.com/machine-learning/glossary/#batch_size""><strong>taille de lot</strong></a>.</p>
"
taille de lot (batch size) (Glossaire du Machine Learning de Google)|"
<p>Nombre d'exemples d'un <a href=""https://developers.google.com/machine-learning/glossary/#batch""><strong>lot</strong></a>. Par exemple, la taille de lot de <a href=""https://developers.google.com/machine-learning/glossary/#SGD""><strong>SGD</strong></a> est 1, tandis que la taille de lot d'un <a href=""https://developers.google.com/machine-learning/glossary/#mini-batch""><strong>mini-lot</strong></a> est généralement comprise entre 10 et 1 000. La taille de lot est habituellement fixée pendant les processus d'apprentissage et d'inférence. Toutefois, TensorFlow accepte les tailles de lot dynamiques.</p>
"
biais (bias) (Glossaire du Machine Learning de Google)|"
<p>Ordonnée à l'origine ou décalage par rapport à une origine. Le <strong>biais</strong> est noté <em>b</em> ou <i>w<sub>0</sub></i> dans les modèles de machine learning.  Par exemple, <em>b</em> représente le biais dans la formule suivante :</p>
<div>
[$$]y' = b + w_1x_1 + w_2x_2 + … w_nx_n[/$$]
</div>

<p>À ne pas confondre avec le <a href=""https://developers.google.com/machine-learning/glossary/#prediction_bias""><strong>biais de prédiction</strong></a>.</p>
"
